pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P197,0,0,0,1,0,0,0,0,0,0,3
P198,3,2,4,9,6,7,2,1,2,5,9
P199,0,2,2,4,5,1,0,0,2,2,0
P200,0,0,0,0,0,0,1,0,0,1,0
P201,2,0,0,0,0,0,2,0,1,2,6
P202,0,0,2,2,3,3,0,1,2,4,19
P203,9,5,7,14,16,11,8,2,4,17,45
P204,0,1,0,0,0,0,0,0,0,0,0
P205,0,1,0,0,1,2,0,0,0,1,0
P206,6,6,6,12,12,5,7,3,3,9,19
P207,0,1,0,1,0,0,2,0,0,2,0
P208,4,1,0,8,0,0,0,0,0,3,6
P209,0,0,0,0,0,1,1,0,0,3,0
P210,6,7,5,8,16,6,5,1,2,12,24
P211,5,6,9,6,6,5,6,0,5,13,14
P212,0,0,1,0,1,0,2,0,0,2,0
P213,1,0,0,0,3,2,3,0,0,0,0
P214,1,0,11,8,4,3,2,0,0,7,7
P215,0,0,0,0,0,0,1,1,0,0,0
P216,0,3,1,2,2,1,1,1,2,2,0
P217,2,0,0,3,1,0,0,0,0,6,0
P218,3,1,0,2,1,0,0,0,1,1,4
P219,0,0,4,0,3,0,1,0,0,3,0
P220,0,1,0,1,0,0,1,0,0,0,3
P221,0,2,3,2,7,1,0,0,1,0,2
P222,0,0,0,0,0,0,0,0,0,1,0
P223,4,0,1,1,4,1,2,1,1,3,9
P224,2,3,2,7,4,6,3,1,2,8,20
P225,0,0,0,0,0,0,0,1,0,0,0
P226,9,3,10,15,15,4,8,3,4,8,17
P227,1,3,1,2,4,3,5,1,0,3,13
P228,1,0,1,2,1,1,0,0,1,3,5
P229,5,8,3,7,6,1,2,0,5,4,14
P230,0,0,0,0,2,2,1,0,0,2,0
P231,1,0,0,0,1,2,0,0,0,2,4
P232,5,5,4,14,8,12,2,2,3,15,13
P233,0,3,1,3,1,5,3,0,0,1,1
P234,0,1,5,12,0,5,2,2,1,11,22
P235,5,7,16,13,14,9,10,3,6,12,31
P236,1,1,0,1,6,0,1,0,0,0,4
P237,0,0,0,0,4,0,0,0,0,3,0
P238,2,1,0,1,2,1,0,0,0,0,0
P239,0,1,1,2,0,1,0,0,0,5,9
P240,0,1,4,2,8,0,0,0,1,2,1
P241,0,2,0,0,0,1,0,0,0,1,4
P242,2,4,4,5,10,7,7,1,0,6,4
P243,0,0,3,0,1,0,0,0,0,0,0
P244,0,0,0,0,2,1,1,0,1,1,0
P245,3,1,1,4,7,5,2,2,1,7,8
P246,0,0,0,0,0,0,0,2,0,0,0
P247,6,3,6,7,7,2,3,0,1,2,10
P248,0,0,0,0,0,0,1,0,1,0,12
P249,0,0,0,0,1,0,0,0,0,0,2
P250,10,8,14,17,16,8,7,4,4,15,27
P251,0,0,0,0,0,1,0,0,0,0,0
P252,0,3,0,1,0,2,2,0,1,5,4
P253,0,1,0,0,0,1,1,1,2,0,0
P254,0,0,0,0,1,0,0,0,0,0,3
P255,0,0,0,1,0,0,0,0,0,2,0
P256,2,2,1,6,0,4,4,0,0,4,9
P257,4,1,4,4,1,2,1,2,2,3,7
P258,0,0,0,0,0,2,0,0,0,0,1
P259,0,1,0,0,1,0,1,0,0,0,0
P260,0,0,1,0,1,0,4,2,0,0,1
P261,0,0,0,0,0,1,0,0,0,0,0
P262,1,1,1,1,5,0,0,0,0,3,1
P263,1,0,0,2,0,1,0,1,0,0,1
P264,0,0,0,1,4,0,0,0,0,0,5
P265,0,0,0,2,0,0,0,0,0,0,0
P266,3,3,7,7,7,0,8,0,3,19,16
P267,0,0,0,0,2,1,0,1,0,0,0
P268,2,2,3,1,1,2,2,1,1,6,3
P269,1,1,1,1,3,2,1,1,1,1,2
P270,0,0,1,0,0,0,0,0,0,0,0
P271,0,2,0,7,0,0,2,0,0,0,0
P272,0,0,0,0,2,1,0,0,1,5,3
P273,1,0,2,2,1,0,0,1,0,3,1
P274,0,0,1,1,0,0,0,1,0,1,0
P275,5,5,10,16,9,8,9,1,5,8,25
P276,10,12,6,22,19,7,9,3,7,15,24
P277,3,3,4,3,8,3,3,1,2,7,9
P278,3,0,0,0,0,2,1,0,0,0,0
P279,2,2,1,1,0,1,1,0,1,1,3
P280,4,0,0,0,0,2,0,0,0,0,0
P281,1,2,4,2,3,2,3,1,1,0,0
P282,2,0,0,2,2,1,0,1,1,0,8
P283,1,2,1,2,0,0,0,1,0,1,2
P284,0,3,0,0,1,1,3,1,0,3,0
P285,0,0,0,0,0,0,0,0,0,0,2
P286,0,0,0,0,0,0,0,0,0,0,3
P287,4,2,2,5,4,3,3,2,1,4,9
P288,3,5,7,2,10,6,6,2,3,5,15
P289,0,1,0,0,0,0,1,0,0,0,0
P290,2,2,1,5,4,1,0,0,2,1,0
P291,1,0,0,0,0,0,0,0,0,0,0
P292,0,0,0,0,4,0,0,0,0,0,0
P293,0,0,0,1,0,0,0,0,0,0,2
P294,4,4,2,10,7,5,2,1,2,4,12
P295,1,0,2,0,1,0,2,1,0,2,0
P296,0,1,0,2,3,0,0,0,1,1,3
P297,4,2,2,6,6,3,4,1,1,4,11
P298,0,1,0,0,1,1,0,0,0,0,1
P299,1,1,1,1,2,4,1,0,1,0,3
P300,0,0,1,2,4,0,1,0,1,2,2
P301,2,0,0,0,1,0,1,0,0,0,2
P302,0,1,1,0,1,0,0,0,0,0,0
P303,0,0,1,0,0,0,0,0,0,0,0
P304,0,0,0,0,1,0,0,0,0,0,0
P305,1,0,2,1,3,0,0,1,1,2,8
P306,2,1,2,3,1,1,1,0,1,2,2
P307,3,1,5,1,0,0,1,0,0,2,16
P308,0,0,0,1,3,1,1,0,1,2,2
P309,0,3,4,0,0,0,1,0,0,1,3
P310,0,2,0,3,3,0,1,0,0,3,0
P311,1,0,1,0,1,0,0,0,0,0,2
P312,2,0,5,0,6,0,2,1,0,4,0
P313,0,0,1,0,3,2,0,1,1,1,1
P314,0,0,0,0,0,1,1,0,0,0,0
P315,0,1,2,3,0,3,0,0,0,3,2
P316,1,0,2,1,2,3,1,1,0,2,2
P317,0,1,0,0,0,0,0,0,0,0,0
P318,4,5,3,5,5,4,4,1,3,8,11
P319,0,2,1,1,1,2,1,0,2,2,11
P320,0,0,0,0,0,2,0,0,1,3,0
P321,0,0,1,0,0,0,0,0,1,0,3
P322,0,1,3,0,0,1,0,0,0,2,0
P323,1,0,0,1,0,0,0,1,0,0,6
P324,0,0,0,0,0,0,0,0,0,0,1
P325,0,1,0,0,1,2,0,0,1,0,0
P326,0,1,1,0,0,0,0,0,0,0,0
