restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
1,37750,reallocate,271163,271163,271163,3.16103e-05,600,600,0,19712,640.464
1,38000,reallocate,270969,270969,270969,2.78951e-05,600,600,0,19693,644.904
1,38250,reallocate,270576,270576,270576,2.46166e-05,600,600,0,19662,649.205
1,38500,reallocate,270532,270532,270532,2.17234e-05,600,600,0,19644,653.495
1,38750,reallocate,270425,270425,270425,1.91702e-05,600,600,0,19625,657.573
1,39000,reallocate,270213,270213,270213,1.69171e-05,600,600,0,19612,661.89
1,39250,reallocate,269953,269953,269953,1.49289e-05,600,600,0,19588,666.02
1,39500,reallocate,269609,269609,269609,1.31743e-05,600,600,0,19584,670.516
1,39750,reallocate,269609,269609,269609,1.16259e-05,600,600,0,19584,674.831
1,40000,reallocate,269327,269327,269327,1.02595e-05,600,600,0,19577,678.969
1,40250,reallocate,269283,269283,269283,9.05368e-06,600,600,0,19572,683.244
1,40500,reallocate,269167,269167,269167,7.98959e-06,600,600,0,19559,687.515
1,40750,reallocate,269093,269093,269093,7.05057e-06,600,600,0,19531,691.792
1,41000,reallocate,268978,268978,268978,6.22191e-06,600,600,0,19525,696.07
1,41250,reallocate,268665,268665,268665,5.49065e-06,600,600,0,19462,700.462
1,41500,reallocate,268539,268539,268539,4.84533e-06,600,600,0,19456,704.773
1,41750,reallocate,268528,268528,268528,4.27585e-06,600,600,0,19453,709.223
1,42000,reallocate,268348,268348,268348,3.77331e-06,600,600,0,19449,713.471
1,42250,reallocate,268111,268111,268111,3.32983e-06,600,600,0,19450,717.18
1,42500,reallocate,268102,268102,268102,2.93847e-06,600,600,0,19449,721.156
1,42750,reallocate,267963,267963,267963,2.59311e-06,600,600,0,19439,725.139
1,43000,reallocate,267882,267882,267882,2.28834e-06,600,600,0,19417,729.137
1,43250,reallocate,267407,267407,267407,2.01939e-06,600,600,0,19376,733.017
1,43500,reallocate,267363,267363,267363,1.78205e-06,600,600,0,19372,736.456
1,43750,reallocate,267345,267345,267345,1.5726e-06,600,600,0,19374,740.299
1,44000,reallocate,267022,267022,267022,1.38778e-06,600,600,0,19354,744.59
1,44250,reallocate,266984,266984,266984,1.22467e-06,600,600,0,19352,748.54
1,44500,reallocate,266844,266844,266844,1.08073e-06,600,600,0,19346,752.446
1,44750,reallocate,266694,266694,266694,9.53714e-07,600,600,0,19324,756.399
1,45000,reallocate,266673,266673,266673,8.41623e-07,600,600,0,19322,760.227
1,45250,reallocate,266636,266636,266636,7.42707e-07,600,600,0,19315,763.817
1,45500,reallocate,266605,266605,266605,6.55416e-07,600,600,0,19307,767.774
1,45750,reallocate,266181,266181,266181,5.78384e-07,600,600,0,19247,771.626
1,46000,reallocate,266047,266047,266047,5.10406e-07,600,600,0,19224,775.407
1,46250,reallocate,265996,265996,265996,4.50418e-07,600,600,0,19212,779.396
1,46500,reallocate,265839,265839,265839,3.9748e-07,600,600,0,19180,783.445
1,46750,reallocate,265787,265787,265787,3.50764e-07,600,600,0,19175,787.437
1,47000,reallocate,265556,265556,265556,3.09538e-07,600,600,0,19133,791.552
1,47250,reallocate,265499,265499,265499,2.73158e-07,600,600,0,19107,795.495
1,47500,reallocate,265435,265435,265435,2.41054e-07,600,600,0,19105,799.641
1,47750,reallocate,265256,265256,265256,2.12722e-07,600,600,0,19129,803.678
1,48000,reallocate,265190,265190,265190,1.87721e-07,600,600,0,19117,807.565
1,48250,reallocate,265164,265164,265164,1.65658e-07,600,600,0,19118,811.467
1,48500,reallocate,265064,265064,265064,1.46188e-07,600,600,0,19097,815.466
1,48750,reallocate,264914,264914,264914,1.29007e-07,600,600,0,19102,819.44
1,49000,reallocate,264764,264764,264764,1.13844e-07,600,600,0,19086,823.341
1,49250,reallocate,264649,264649,264649,1.00464e-07,600,600,0,19077,827.17
1,49500,reallocate,264501,264501,264501,8.86565e-08,600,600,0,19058,831.117
1,49750,reallocate,264405,264405,264405,7.82367e-08,600,600,0,19062,835.201
1,50000,reallocate,264144,264144,264144,6.90415e-08,600,600,0,19041,839.417
1,50250,reallocate,264099,264099,264099,6.0927e-08,600,600,0,19048,843.632
1,50500,reallocate,263975,263975,263975,5.37662e-08,600,600,0,19019,847.87
1,50750,reallocate,263946,263946,263946,4.7447e-08,600,600,0,19010,852.086
1,51000,reallocate,263942,263942,263942,4.18705e-08,600,600,0,19010,856.423
1,51250,reallocate,263847,263847,263847,3.69495e-08,600,600,0,18996,860.584
1,51500,reallocate,263734,263734,263734,3.26068e-08,600,600,0,18979,864.86
1,51750,reallocate,263667,263667,263667,2.87745e-08,600,600,0,18977,869.33
1,52000,reallocate,263531,263531,263531,2.53926e-08,600,600,0,18962,873.757
1,52250,reallocate,263316,263316,263316,2.24082e-08,600,600,0,18937,878.008
1,52500,reallocate,263285,263285,263285,1.97745e-08,600,600,0,18938,882.205
1,52750,reallocate,263117,263117,263117,1.74504e-08,600,600,0,18935,886.34
1,53000,reallocate,263085,263085,263085,1.53995e-08,600,600,0,18930,890.572
1,53250,reallocate,263056,263056,263056,1.35895e-08,600,600,0,18929,894.984
1,53500,reallocate,263021,263021,263021,1.19924e-08,600,600,0,18923,899.247
1,53750,reallocate,262777,262777,262777,1.05829e-08,600,600,0,18899,903.387
1,54000,reallocate,262713,262713,262713,9.33907e-09,600,600,0,18891,907.593
1,54250,reallocate,262578,262578,262578,8.24144e-09,600,600,0,18885,911.845
1,54500,reallocate,262472,262472,262472,7.27282e-09,600,600,0,18875,916.109
1,54750,reallocate,262296,262296,262296,6.41804e-09,600,600,0,18859,920.359
1,55000,reallocate,262208,262208,262208,5.66373e-09,600,600,0,18853,924.383
1,55250,reallocate,262208,262208,262208,4.99806e-09,600,600,0,18857,928.675
1,55500,reallocate,262130,262130,262130,4.41064e-09,600,600,0,18849,933.103
1,55750,reallocate,261900,261900,261900,3.89225e-09,600,600,0,18823,937.324
1,56000,reallocate,261896,261896,261896,3.43479e-09,600,600,0,18820,941.575
1,56250,reallocate,261726,261726,261726,3.0311e-09,600,600,0,18801,945.61
1,56500,reallocate,261668,261668,261668,2.67485e-09,600,600,0,18796,949.752
1,56750,reallocate,261633,261633,261633,2.36048e-09,600,600,0,18792,953.985
1,57000,reallocate,261551,261551,261551,2.08305e-09,600,600,0,18756,957.94
1,57250,reallocate,261413,261413,261413,1.83823e-09,600,600,0,18741,961.949
1,57500,reallocate,261393,261393,261393,1.62218e-09,600,600,0,18738,965.912
1,57750,reallocate,261323,261323,261323,1.43152e-09,600,600,0,18734,969.83
1,58000,reallocate,261174,261174,261174,1.26327e-09,600,600,0,18705,973.717
1,58250,reallocate,261126,261126,261126,1.1148e-09,600,600,0,18690,977.61
1,58500,reallocate,260954,260954,260954,9.83777e-10,600,600,0,18660,981.605
1,58750,reallocate,260954,260954,260954,8.68153e-10,600,600,0,18660,985.7
1,59000,reallocate,260954,260954,260954,7.66119e-10,600,600,0,18660,989.612
1,59250,reallocate,260905,260905,260905,6.76076e-10,600,600,0,18658,993.453
1,59500,reallocate,260862,260862,260862,5.96616e-10,600,600,0,18655,997.646
1,59750,reallocate,260823,260823,260823,5.26496e-10,600,600,0,18638,1001.82
1,60000,reallocate,260761,260761,260761,4.64616e-10,600,600,0,18629,1005.84
1,60250,reallocate,260748,260748,260748,4.1001e-10,600,600,0,18629,1009.68
1,60500,reallocate,260669,260669,260669,3.61821e-10,600,600,0,18622,1013.54
1,60750,reallocate,260647,260647,260647,3.19296e-10,600,600,0,18622,1017.4
1,61000,reallocate,260489,260489,260489,2.81769e-10,600,600,0,18637,1021.24
1,61250,reallocate,260408,260408,260408,2.48652e-10,600,600,0,18620,1025.16
1,61500,reallocate,260363,260363,260363,2.19428e-10,600,600,0,18610,1029.07
1,61750,reallocate,260304,260304,260304,1.93639e-10,600,600,0,18602,1033.06
1,62000,reallocate,260258,260258,260258,1.7088e-10,600,600,0,18595,1037.03
1,62250,reallocate,260224,260224,260224,1.50796e-10,600,600,0,18588,1040.78
1,62500,reallocate,260175,260175,260175,1.33073e-10,600,600,0,18572,1044.64
1,62750,reallocate,260104,260104,260104,1.17433e-10,600,600,0,18557,1048.7
1,63000,reallocate,260062,260062,260062,1.03631e-10,600,600,0,18551,1052.68
1,63250,reallocate,260023,260023,260023,9.14512e-11,600,600,0,18548,1056.44
1,63500,reallocate,259942,259942,259942,8.07029e-11,600,600,0,18533,1060.39
1,63750,reallocate,259871,259871,259871,7.12178e-11,600,600,0,18541,1064.33
1,64000,reallocate,259868,259868,259868,6.28475e-11,600,600,0,18543,1068.2
1,64250,reallocate,259763,259763,259763,5.5461e-11,600,600,0,18530,1072.18
1,64500,reallocate,259763,259763,259763,4.89427e-11,600,600,0,18530,1076.38
1,64750,reallocate,259711,259711,259711,4.31904e-11,600,600,0,18518,1080.57
1,65000,reallocate,259515,259515,259515,3.81142e-11,600,600,0,18473,1084.69
1,65250,reallocate,259442,259442,259442,3.36346e-11,600,600,0,18470,1089.09
1,65500,reallocate,259295,259295,259295,2.96815e-11,600,600,0,18455,1093.29
1,65750,reallocate,259233,259233,259233,2.6193e-11,600,600,0,18446,1097.32
1,66000,reallocate,259109,259109,259109,2.31145e-11,600,600,0,18434,1101.48
1,66250,reallocate,259109,259109,259109,2.03979e-11,600,600,0,18434,1105.67
1,66500,reallocate,259098,259098,259098,1.80005e-11,600,600,0,18433,1109.77
1,66750,reallocate,259083,259083,259083,1.58849e-11,600,600,0,18468,1113.73
1,67000,reallocate,259043,259043,259043,1.40179e-11,600,600,0,18465,1117.7
1,67250,reallocate,259019,259019,259019,1.23704e-11,600,600,0,18453,1121.43
1,67500,reallocate,259006,259006,259006,1.09165e-11,600,600,0,18450,1125.45
1,67750,reallocate,258993,258993,258993,9.63346e-12,600,600,0,18450,1129.69
1,68000,reallocate,258812,258812,258812,8.50124e-12,600,600,0,18447,1133.97
1,68250,reallocate,258799,258799,258799,7.50208e-12,600,600,0,18435,1138.25
1,68500,reallocate,258742,258742,258742,6.62036e-12,600,600,0,18430,1142.47
1,68750,reallocate,258648,258648,258648,5.84226e-12,600,600,0,18435,1146.69
1,69000,reallocate,258640,258640,258640,5.15562e-12,600,600,0,18433,1150.91
1,69250,reallocate,258521,258521,258521,4.54967e-12,600,600,0,18419,1155.07
1,69500,reallocate,258328,258328,258328,4.01495e-12,600,600,0,18396,1159.17
1,69750,reallocate,258284,258284,258284,3.54307e-12,600,600,0,18389,1163.42
1,70000,reallocate,258273,258273,258273,3.12665e-12,600,600,0,18386,1167.62
1,70250,reallocate,258218,258218,258218,2.75917e-12,600,600,0,18375,1171.83
1,70500,reallocate,258136,258136,258136,2.43488e-12,600,600,0,18348,1176.12
1,70750,reallocate,258007,258007,258007,2.14871e-12,600,600,0,18334,1180.21
1,71000,reallocate,257941,257941,257941,1.89617e-12,600,600,0,18322,1184.22
1,71250,reallocate,257939,257939,257939,1.67331e-12,600,600,0,18316,1188.52
1,71500,reallocate,257937,257937,257937,1.47665e-12,600,600,0,18309,1192.81
1,71750,reallocate,257670,257670,257670,1.3031e-12,600,600,0,18293,1197.19
1,72000,reallocate,257656,257656,257656,1.14994e-12,600,600,0,18292,1201.12
1,72250,reallocate,257583,257583,257583,1.01479e-12,600,600,0,18292,1205.19
1,72500,reallocate,257245,257245,257245,8.9552e-13,600,600,0,18268,1209.21
