pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P428,0,0,0,1,0,0,0,0,0,0,0
P429,0,1,1,0,0,0,0,0,1,1,0
P430,0,1,0,4,5,0,3,1,2,2,0
P431,3,3,3,4,5,3,3,1,3,2,14
P432,0,0,1,1,0,0,0,0,0,0,1
P433,0,0,0,0,1,0,0,0,0,0,1
P434,0,4,0,0,0,0,1,1,0,0,3
P435,1,0,0,0,1,0,0,0,0,0,0
P436,3,2,0,0,0,3,1,0,0,7,0
P437,2,0,0,2,4,0,0,0,0,0,1
P438,0,2,0,1,0,3,1,0,0,1,11
P439,0,1,0,1,1,1,0,0,1,2,0
P440,1,0,2,1,1,0,0,0,0,1,0
P441,1,1,3,7,2,3,1,0,0,2,5
P442,0,0,1,2,0,0,1,0,1,1,5
P443,1,1,1,1,2,1,0,0,0,2,3
P444,1,0,0,0,10,3,4,0,1,2,0
P445,0,0,0,1,0,0,0,0,0,0,0
P446,0,0,2,1,0,0,0,0,1,1,0
P447,0,4,1,1,3,2,4,1,0,5,8
P448,3,0,2,3,7,4,0,0,1,7,8
P449,0,1,0,1,0,0,0,0,0,0,0
P450,3,0,3,2,3,0,0,0,0,1,7
P451,0,0,0,0,0,1,1,0,1,0,1
P452,0,0,1,3,1,1,1,0,0,3,2
P453,0,0,0,0,0,2,0,0,0,2,0
P454,0,0,0,1,0,0,0,0,0,0,2
P455,1,1,1,0,0,0,0,0,0,0,2
P456,2,1,2,4,1,3,2,0,1,0,2
P457,1,0,2,1,0,0,4,0,0,1,14
P458,0,0,1,0,2,2,0,0,0,0,1
P459,0,0,1,1,1,0,0,0,0,1,3
P460,0,0,0,0,2,0,4,0,0,0,0
P461,0,1,1,0,0,1,0,0,1,2,0
P462,6,10,14,13,24,13,9,3,0,17,31
P463,0,2,1,5,2,0,1,0,0,4,5
P464,0,0,3,0,0,0,2,1,0,1,1
P465,1,2,2,1,3,2,2,0,0,1,1
