restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
4,12250,add_curve_pack,283268,283268,267137,10.9262,2259,2257,201,7459,841.632
4,12500,mutate_pack_content,282523,282523,266653,9.64202,2293,2292,206,7411,868.812
4,12750,remove_pack,282008,282008,266549,8.50878,2307,2305,201,7418,895.361
5,1,add_curve_pack,741370,741370,719032,5000,491,491,3624,361,0.323082
5,250,merge_packs,667750,665005,643266,4414.55,528,523,1035,2079,7.23616
5,500,mutate_pack_content,636228,636228,574868,3895.71,554,554,2118,2710,14.9451
5,750,remove_pack,580497,580497,503307,3437.84,604,605,2309,3516,23.6125
5,1000,remove_pack,541757,541757,459792,3033.79,636,636,1982,4035,32.7546
5,1250,merge_packs,495738,495738,436444,2677.23,699,699,1328,4643,42.7885
5,1500,merge_packs,454636,454636,404756,2362.57,745,745,1145,5347,52.283
5,1750,split_pack,440990,440990,386422,2084.9,786,786,839,6005,62.2665
5,2000,mutate_pack_content,405162,403949,367054,1839.86,823,823,824,6466,73.4104
5,2250,mutate_pack_content,386577,386468,360900,1623.62,859,859,979,6681,84.7773
5,2500,reallocate,376498,376498,344090,1432.79,903,903,783,7027,96.5038
5,2750,merge_packs,360604,360604,334676,1264.4,937,937,722,7307,108.343
5,3000,mutate_pack_content,356670,356456,329398,1115.79,1002,997,643,7463,120.198
5,3250,reallocate,349609,348678,317363,984.651,1040,1029,565,7742,132.42
5,3500,merge_packs,338470,338470,314468,868.924,1083,1083,486,7739,145.831
5,3750,reallocate,328813,328794,309732,766.799,1129,1128,397,8240,159.298
5,4000,remove_pack,328033,326502,309173,676.676,1187,1156,373,8279,173.045
5,4250,add_curve_pack,326448,326117,308105,597.146,1232,1222,309,8299,188.178
5,4500,remove_pack,321045,321045,306700,526.963,1258,1258,287,8279,203.82
5,4750,merge_packs,318642,318417,304697,465.029,1304,1294,298,8220,219.147
5,5000,remove_pack,315128,314448,303121,410.374,1338,1337,280,7911,235.087
5,5250,remove_pack,313637,313637,303121,362.142,1383,1383,315,7811,251.353
5,5500,reallocate,311528,310592,303121,319.579,1412,1413,307,8008,268.688
5,5750,reallocate,311260,310570,303121,282.019,1459,1437,314,8116,285.481
5,6000,merge_packs,309572,309572,301284,248.873,1492,1492,303,7925,302.931
5,6250,reallocate,307244,307244,300586,219.623,1527,1527,290,8041,320.588
5,6500,reallocate,307555,307105,298994,193.81,1564,1538,268,8122,338.266
5,6750,mutate_pack_content,305983,305983,297391,171.032,1582,1582,272,8132,357.065
5,7000,remove_pack,305165,304583,295619,150.93,1623,1582,264,8090,374.472
5,7250,add_curve_pack,301719,301574,292199,133.191,1661,1660,261,7928,393.109
5,7500,reallocate,300242,300242,290098,117.537,1699,1699,265,7867,412.297
5,7750,merge_packs,299059,299059,287645,103.723,1726,1726,264,7867,432.31
5,8000,mutate_pack_content,299160,298702,285795,91.5324,1753,1753,256,7856,452.499
5,8250,add_curve_pack,297972,297861,284875,80.7745,1773,1772,263,7966,473.024
5,8500,mutate_pack_content,297383,297115,284506,71.281,1797,1794,246,7920,493.445
5,8750,add_curve_pack,296604,296595,282994,62.9033,1829,1808,246,7848,513.608
5,9000,merge_packs,293259,293067,281236,55.5103,1872,1864,265,7857,534.887
5,9250,reallocate,292469,292469,280088,48.9861,1908,1908,233,7812,556.873
5,9500,merge_packs,291267,291221,279376,43.2287,1936,1934,235,7855,578.176
5,9750,add_curve_pack,290305,290271,278120,38.148,1963,1962,234,7894,599.967
5,10000,merge_packs,289285,289285,277735,33.6645,1996,1992,228,7964,622.98
5,10250,add_curve_pack,288604,288604,276934,29.7079,2012,2010,237,8001,644.581
5,10500,reallocate,287890,287832,276737,26.2163,2056,2054,239,7947,666.862
5,10750,reallocate,287118,287118,275898,23.1351,2081,2081,243,7919,689.421
5,11000,remove_pack,285227,285227,272911,20.416,2098,2097,234,7910,712.832
5,11250,mutate_pack_content,284974,284974,272117,18.0165,2119,2116,232,7908,736.698
5,11500,merge_packs,284360,284360,271417,15.899,2123,2122,233,7906,761.957
5,11750,mutate_pack_content,284076,284076,268835,14.0304,2147,2147,227,7917,787.054
5,12000,mutate_pack_content,283579,283579,267935,12.3814,2169,2170,231,7846,814.221
5,12250,remove_pack,282228,282228,267263,10.9262,2176,2178,243,7834,840.003
5,12500,add_curve_pack,282089,282086,266678,9.64202,2186,2185,244,7831,865.418
5,12750,remove_pack,281846,281846,266561,8.50878,2197,2190,246,7850,890.669
6,1,merge_packs,719461,719461,706805,5000,490,490,1350,1057,0.390729
6,250,mutate_pack_content,654644,654644,643266,4414.55,541,541,526,2604,7.2231
6,500,remove_pack,578618,574868,573860,3895.71,595,587,1180,3079,15.4951
6,750,merge_packs,503035,502879,502879,3437.84,622,622,1399,4070,24.3017
6,1000,split_pack,457302,457302,457302,3033.79,676,676,1112,5502,33.1554
6,1250,merge_packs,446151,446151,437093,2677.23,720,720,1476,5860,41.2407
6,1500,split_pack,417584,416891,416891,2362.57,761,760,858,6339,50.8932
6,1750,merge_packs,395301,394872,394872,2084.9,791,791,695,6415,60.1049
6,2000,add_curve_pack,370786,370688,370688,1839.86,820,809,527,7172,70.8879
6,2250,reallocate,362608,362608,362608,1623.62,864,864,588,7052,81.1111
6,2500,add_curve_pack,355691,355567,348831,1432.79,909,909,530,7456,92.0464
6,2750,add_curve_pack,350515,349906,341719,1264.4,955,948,460,7384,103.082
6,3000,split_pack,350040,348598,331363,1115.79,997,981,497,7542,114.025
6,3250,mutate_pack_content,347753,345885,325016,984.651,1048,1032,493,7752,126.362
6,3500,remove_pack,341403,341110,315081,868.924,1088,1084,425,7943,139.394
6,3750,add_curve_pack,342031,339541,312710,766.799,1127,1104,417,7867,152.34
6,4000,mutate_pack_content,331000,330925,309173,676.676,1165,1145,443,8017,167.259
6,4250,remove_pack,327465,327435,308105,597.146,1195,1196,454,8269,182.421
6,4500,reallocate,326886,324551,307746,526.963,1243,1217,423,8351,198.385
6,4750,add_curve_pack,327455,324551,305439,465.029,1294,1217,423,8351,214.201
6,5000,merge_packs,329093,324551,303121,410.374,1349,1217,423,8351,230.585
6,5250,split_pack,326204,324551,303121,362.142,1394,1217,423,8351,247.009
6,5500,add_curve_pack,323936,323817,303121,319.579,1446,1446,353,8693,263.938
6,5750,add_curve_pack,324399,322587,303121,282.019,1496,1462,340,8656,281.472
6,6000,reallocate,317678,317162,301963,248.873,1529,1513,362,9066,299.287
6,6250,add_curve_pack,315378,315378,300596,219.623,1566,1565,330,8807,316.489
6,6500,mutate_pack_content,311386,311088,298996,193.81,1586,1588,331,8644,334.576
6,6750,split_pack,307623,307620,297529,171.032,1617,1617,327,8794,352.782
6,7000,mutate_pack_content,298877,298877,295619,150.93,1636,1635,297,8761,371.644
6,7250,merge_packs,298119,297261,292277,133.191,1664,1659,280,8706,390.404
6,7500,mutate_pack_content,296114,296114,290254,117.537,1719,1716,257,8607,409.005
6,7750,mutate_pack_content,295004,294788,288301,103.723,1747,1739,251,8462,428.263
6,8000,reallocate,291973,291956,286651,91.5324,1788,1778,282,8309,448.813
6,8250,reallocate,290492,290404,285102,80.7745,1824,1824,258,8190,469.601
6,8500,add_curve_pack,289833,289833,284676,71.281,1860,1861,221,8257,489.959
6,8750,mutate_pack_content,288600,288421,283199,62.9033,1899,1885,232,8223,510.827
6,9000,remove_pack,287879,287879,281348,55.5103,1906,1906,235,8181,532.421
6,9250,mutate_pack_content,286657,286657,280088,48.9861,1921,1921,241,8067,554.76
6,9500,remove_pack,285516,285516,279463,43.2287,1943,1942,248,8037,575.841
6,9750,mutate_pack_content,283664,283664,278120,38.148,1963,1963,255,7849,597.923
6,10000,merge_packs,282788,282788,277811,33.6645,1988,1987,231,7837,620.805
6,10250,merge_packs,282292,282205,276934,29.7079,2026,2015,225,7808,643.024
6,10500,mutate_pack_content,281418,281418,276737,26.2163,2057,2056,218,7769,665.762
6,10750,merge_packs,280545,280545,276120,23.1351,2088,2088,217,7752,688.267
6,11000,mutate_pack_content,278867,278867,272964,20.416,2126,2126,218,7695,710.984
6,11250,merge_packs,278495,278495,272117,18.0165,2145,2144,207,7682,735.808
6,11500,split_pack,277972,277972,271417,15.899,2161,2162,211,7613,760.545
6,11750,remove_pack,277422,277422,268969,14.0304,2178,2175,211,7597,785.6
6,12000,split_pack,276516,276516,267935,12.3814,2185,2185,218,7588,814.131
6,12250,remove_pack,276516,276516,267093,10.9262,2185,2185,218,7588,843.789
6,12500,merge_packs,276134,276134,266649,9.64202,2204,2204,201,7584,871.103
6,12750,merge_packs,275877,275877,266451,8.50878,2227,2222,202,7568,896.872
7,1,split_pack,737224,737224,720474,5000,505,505,2941,683,0.2855
7,250,remove_pack,656948,655219,646002,4414.55,555,548,607,2523,6.85531
7,500,split_pack,610282,610282,574868,3895.71,598,598,1190,3866,14.8283
7,750,remove_pack,572932,572932,515972,3437.84,645,645,1393,4752,22.7977
7,1000,add_curve_pack,520938,520938,465413,3033.79,681,681,1080,5299,31.8169
7,1250,merge_packs,480836,480066,437672,2677.23,725,720,819,5830,40.1571
7,1500,reallocate,465919,465919,419311,2362.57,772,772,1223,6481,49.4103
7,1750,mutate_pack_content,437433,437433,396022,2084.9,821,821,957,6633,58.6814
7,2000,split_pack,410627,410044,374719,1839.86,839,836,910,7326,69.341
7,2250,mutate_pack_content,393797,391818,364327,1623.62,886,878,614,7914,80.3924
7,2500,add_curve_pack,373437,373344,348831,1432.79,921,922,506,7980,91.5446
7,2750,add_curve_pack,370408,369311,341719,1264.4,958,958,476,7861,101.901
7,3000,merge_packs,360775,360606,332032,1115.79,1000,1000,424,8203,112.776
7,3250,add_curve_pack,351156,351089,327418,984.651,1034,1030,329,8206,124.653
7,3500,mutate_pack_content,345052,345052,316196,868.924,1083,1083,291,7954,136.695
