restart,iteration,operator,current_cost,restart_best_cost,global_best_cost,temperature,pack_types_current,pack_types_best,shortage_units_best,overstock_units_best,elapsed_seconds
1,46000,reallocate,266047,266047,178576,5.10406e-07,600,600,0,19224,5478.35
1,46250,reallocate,265996,265996,178430,4.50418e-07,600,600,0,19212,5504.77
1,46500,reallocate,265839,265839,178158,3.9748e-07,600,600,0,19180,5523.32
1,46750,reallocate,265787,265787,178099,3.50764e-07,600,600,0,19175,5547.29
1,47000,reallocate,265556,265556,178054,3.09538e-07,600,600,0,19133,5576.69
1,47250,reallocate,265499,265499,177834,2.73158e-07,600,600,0,19107,5606.26
1,47500,reallocate,265435,265435,177657,2.41054e-07,600,600,0,19105,5635.88
1,47750,reallocate,265256,265256,177645,2.12722e-07,600,600,0,19129,5665.13
1,48000,reallocate,265190,265190,177586,1.87721e-07,600,600,0,19117,5694.06
1,48250,reallocate,265164,265164,177586,1.65658e-07,600,600,0,19118,5723.54
1,48500,reallocate,265064,265064,177559,1.46188e-07,600,600,0,19097,5753.24
1,48750,reallocate,264914,264914,177540,1.29007e-07,600,600,0,19102,5782.35
1,49000,reallocate,264764,264764,177465,1.13844e-07,600,600,0,19086,5811.87
1,49250,reallocate,264649,264649,177449,1.00464e-07,600,600,0,19077,5841.12
1,49500,reallocate,264501,264501,177435,8.86565e-08,600,600,0,19058,5870.47
1,49750,reallocate,264405,264405,177354,7.82367e-08,600,600,0,19062,5899.72
1,50000,reallocate,264144,264144,177283,6.90415e-08,600,600,0,19041,5929.58
1,50250,reallocate,264099,264099,177120,6.0927e-08,600,600,0,19048,5958.55
1,50500,reallocate,263975,263975,177077,5.37662e-08,600,600,0,19019,5987.84
1,50750,reallocate,263946,263946,177042,4.7447e-08,600,600,0,19010,6016.8
1,51000,reallocate,263942,263942,177041,4.18705e-08,600,600,0,19010,6045.67
1,51250,reallocate,263847,263847,177003,3.69495e-08,600,600,0,18996,6075.29
1,51500,reallocate,263734,263734,177002,3.26068e-08,600,600,0,18979,6104.7
1,51750,reallocate,263667,263667,176952,2.87745e-08,600,600,0,18977,6134.22
1,52000,reallocate,263531,263531,176932,2.53926e-08,600,600,0,18962,6163.16
1,52250,reallocate,263316,263316,176894,2.24082e-08,600,600,0,18937,6190.21
1,52500,reallocate,263285,263285,176887,1.97745e-08,600,600,0,18938,6216.44
1,52750,reallocate,263117,263117,176833,1.74504e-08,600,600,0,18935,6241.09
1,53000,reallocate,263085,263085,176819,1.53995e-08,600,600,0,18930,6264.53
1,53250,reallocate,263056,263056,176721,1.35895e-08,600,600,0,18929,6287.6
1,53500,reallocate,263021,263021,176701,1.19924e-08,600,600,0,18923,6310.7
1,53750,reallocate,262777,262777,176490,1.05829e-08,600,600,0,18899,6333.66
1,54000,reallocate,262713,262713,176373,9.33907e-09,600,600,0,18891,6356.94
1,54250,reallocate,262578,262578,176359,8.24144e-09,600,600,0,18885,6380.03
1,54500,reallocate,262472,262472,176359,7.27282e-09,600,600,0,18875,6400.43
1,54750,reallocate,262296,262296,176267,6.41804e-09,600,600,0,18859,6421.24
1,55000,reallocate,262208,262208,176155,5.66373e-09,600,600,0,18853,6445.06
1,55250,reallocate,262208,262208,176145,4.99806e-09,600,600,0,18857,6458.78
1,55500,reallocate,262130,262130,176115,4.41064e-09,600,600,0,18849,6481.56
1,55750,reallocate,261900,261900,176090,3.89225e-09,600,600,0,18823,6504.47
1,56000,reallocate,261896,261896,176090,3.43479e-09,600,600,0,18820,6523.59
1,56250,reallocate,261726,261726,176090,3.0311e-09,600,600,0,18801,6537.99
1,56500,reallocate,261668,261668,176090,2.67485e-09,600,600,0,18796,6555.2
1,56750,reallocate,261633,261633,176090,2.36048e-09,600,600,0,18792,6570.84
1,57000,reallocate,261551,261551,176090,2.08305e-09,600,600,0,18756,6587.32
1,57250,reallocate,261413,261413,176090,1.83823e-09,600,600,0,18741,6603.62
1,57500,reallocate,261393,261393,176090,1.62218e-09,600,600,0,18738,6628.95
1,57750,reallocate,261323,261323,175894,1.43152e-09,600,600,0,18734,6657.8
1,58000,reallocate,261174,261174,175894,1.26327e-09,600,600,0,18705,6686.51
1,58250,reallocate,261126,261126,175868,1.1148e-09,600,600,0,18690,6715.53
1,58500,reallocate,260954,260954,175862,9.83777e-10,600,600,0,18660,6744.35
1,58750,reallocate,260954,260954,175762,8.68153e-10,600,600,0,18660,6772.89
1,59000,reallocate,260954,260954,175762,7.66119e-10,600,600,0,18660,6800.99
1,59250,reallocate,260905,260905,175762,6.76076e-10,600,600,0,18658,6830.04
1,59500,reallocate,260862,260862,175704,5.96616e-10,600,600,0,18655,6859.33
1,59750,reallocate,260823,260823,175641,5.26496e-10,600,600,0,18638,6888.71
1,60000,reallocate,260761,260761,175591,4.64616e-10,600,600,0,18629,6918.48
1,60250,reallocate,260748,260748,175574,4.1001e-10,600,600,0,18629,6947.67
1,60500,reallocate,260669,260669,175552,3.61821e-10,600,600,0,18622,6976.81
1,60750,reallocate,260647,260647,175552,3.19296e-10,600,600,0,18622,7005.77
1,61000,reallocate,260489,260489,175542,2.81769e-10,600,600,0,18637,7034.63
1,61250,reallocate,260408,260408,175491,2.48652e-10,600,600,0,18620,7063.4
1,61500,reallocate,260363,260363,175491,2.19428e-10,600,600,0,18610,7092.27
1,61750,reallocate,260304,260304,175479,1.93639e-10,600,600,0,18602,7120.91
