pack_id,Amsterdam,Berlin,Brussels,Copenhagen,Helsinki,Madrid,Paris,Platform,Rome,Stockholm,Webshop
P246,0,0,0,1,0,0,1,0,0,0,0
P247,0,0,1,0,0,0,0,0,0,0,1
P248,0,0,0,0,1,0,0,0,0,0,0
P249,0,0,1,1,0,0,0,0,0,0,0
P250,0,2,0,0,0,2,0,0,0,0,0
P251,1,0,0,0,1,2,0,0,0,0,1
P252,0,0,0,0,0,0,1,0,0,0,0
P253,0,1,0,0,0,0,0,0,0,0,2
P254,0,0,0,0,0,0,0,0,0,0,1
P255,0,0,0,0,0,0,0,0,1,0,0
P256,2,2,2,4,6,4,4,1,0,7,14
P257,1,2,0,2,5,3,2,1,0,5,3
P258,0,0,0,0,0,1,0,0,0,0,0
P259,0,0,1,0,0,1,0,0,0,0,1
P260,1,0,0,0,0,0,0,0,0,1,2
P261,0,1,0,0,0,0,0,0,0,2,1
P262,0,0,0,2,0,1,0,0,0,2,0
P263,0,0,0,0,1,1,0,0,0,0,1
P264,3,4,5,7,1,4,0,0,0,1,5
P265,0,2,0,0,0,0,0,1,0,0,0
P266,0,0,0,0,1,0,0,0,0,0,0
P267,0,0,0,1,0,0,1,0,0,0,0
P268,0,0,1,0,0,0,0,0,0,0,0
P269,1,0,1,0,2,3,0,0,1,0,1
P270,0,0,0,0,1,0,0,0,0,0,0
P271,0,0,0,0,0,1,0,0,0,1,3
P272,0,0,0,1,1,0,0,0,1,0,0
P273,0,0,0,0,0,1,0,0,2,0,0
P274,0,0,0,0,0,1,0,0,0,0,0
P275,0,3,0,2,4,1,1,0,0,3,5
P276,0,0,0,1,0,0,0,0,0,0,0
P277,0,0,0,0,0,0,0,0,1,0,1
P278,0,0,0,1,0,0,0,0,1,0,1
P279,0,0,4,3,1,0,0,0,0,0,0
P280,0,0,0,1,0,0,0,0,0,1,3
P281,2,0,1,0,2,0,2,0,1,3,5
P282,0,0,0,2,1,0,0,0,1,0,3
P283,0,1,1,0,4,0,1,0,0,0,5
P284,1,0,0,1,0,0,0,0,0,0,0
P285,0,0,1,1,2,0,3,0,0,0,1
P286,0,0,0,0,0,0,0,0,0,0,1
P287,0,1,0,0,0,1,0,0,0,0,0
P288,0,0,0,1,0,0,0,0,0,0,2
P289,0,2,0,0,1,0,2,0,0,0,0
P290,0,0,0,0,1,0,0,0,0,0,0
P291,0,0,1,0,0,0,0,0,0,0,0
P292,0,1,0,2,1,2,0,0,0,0,0
P293,0,0,0,0,1,0,0,0,0,0,0
P294,0,2,0,0,0,0,0,0,0,0,0
